read_file,total_reads,total_bases,percent_bases_mapped,CP008706_accession,CP008706_coverage_avg,CP008706_coverage_rel_variance,CP008706_num_reads_mapped,CP008706_num_bases_mapped,CP008706_length,CP008706_nbinom_fit_mean,CP008706_nbinom_fit_rel_var,CP008707_accession,CP008707_coverage_avg,CP008707_coverage_rel_variance,CP008707_num_reads_mapped,CP008707_num_bases_mapped,CP008707_length,CP008707_nbinom_fit_mean,CP008707_nbinom_fit_rel_var,CP008708_accession,CP008708_coverage_avg,CP008708_coverage_rel_variance,CP008708_num_reads_mapped,CP008708_num_bases_mapped,CP008708_length,CP008708_nbinom_fit_mean,CP008708_nbinom_fit_rel_var,CP008709_accession,CP008709_coverage_avg,CP008709_coverage_rel_variance,CP008709_num_reads_mapped,CP008709_num_bases_mapped,CP008709_length,CP008709_nbinom_fit_mean,CP008709_nbinom_fit_rel_var
NRA311_S119_L008_R1_001_fastxclipper_trimmed,1666768,154758625,1.0,CP008706,32.41,7.9,1373544.0,127802936.61,3972672,34.62,7.43,CP008707,14.51,4.81,10809.0,1004530.0,83610,15.78,5.09,CP008708,1285.76,425.34,119785.0,11045922.0,8731,1784.52,1018.86,CP008709,7341.82,911.44,145397.0,13151550.0,1967,7210.63,794.3
NRA312_S120_L008_R1_001_fastxclipper_trimmed,1607372,149599200,1.0,CP008706,33.06,10.34,1406752.0,131088262.98,3972672,32.44,8.19,CP008707,22.46,6.52,13299.0,1233841.0,83610,21.91,5.08,CP008708,881.12,283.14,81845.0,7563559.0,8731,697.33,198.66,CP008709,4733.96,605.36,93459.0,8478501.0,1967,4093.03,284.59
NRA313_S121_L008_R1_001_fastxclipper_trimmed,1828187,166798034,1.0,CP008706,37.09,10.59,1603799.0,146406359.5,3972672,38.34,9.69,CP008707,11.64,3.96,9242.0,840422.0,83610,16.97,8.05,CP008708,1004.64,325.76,95037.0,8646722.0,8731,724.32,125.3,CP008709,5257.71,665.65,105837.0,9440155.0,1967,4373.11,130.18
NRA314_S122_L008_R1_001_fastxclipper_trimmed,2393685,216610681,1.0,CP008706,46.5,10.27,2028580.0,183689262.78,3972672,51.98,10.4,CP008707,15.45,5.1,10203.0,913149.0,83610,17.66,6.15,CP008708,1172.12,344.46,111316.0,10058166.0,8731,1163.6,390.31,CP008709,10738.01,1294.74,217655.0,19322027.0,1967,9255.74,393.06
NRA315_S123_L008_R1_001_fastxclipper_trimmed,3838672,345117791,1.0,CP008706,74.52,15.81,3272054.0,294683526.27,3972672,83.37,15.51,CP008707,41.0,12.15,20143.0,1793003.0,83610,40.55,7.76,CP008708,2136.4,646.33,208523.0,18606746.0,8731,2052.0,569.4,CP008709,14616.76,1642.24,301979.0,26382361.0,1967,12839.33,494.51
NRA316_S124_L008_R1_001_fastxclipper_trimmed,3505053,314109709,1.0,CP008706,70.13,16.24,3115463.0,279385599.07,3972672,75.76,14.65,CP008707,152.21,38.32,122412.0,10819879.0,83610,175.25,45.82,CP008708,816.58,237.74,78956.0,7045056.0,8731,786.33,251.21,CP008709,7985.35,891.12,164505.0,14421557.0,1967,7004.8,287.71
NRA317_S125_L008_R1_001_fastxclipper_trimmed,3583272,320576550,1.0,CP008706,73.24,17.77,3274145.0,293130447.17,3972672,79.47,16.45,CP008707,108.23,30.0,87427.0,7702191.0,83610,124.48,34.45,CP008708,653.89,199.0,63574.0,5643582.0,8731,781.0,287.0,CP008709,6605.12,770.14,137290.0,11939437.0,1967,5656.84,187.21
NRA319_S126_L008_R1_001_fastxclipper_trimmed,3437615,309678536,1.0,CP008706,71.34,16.14,3140003.0,283010164.31,3972672,77.41,14.66,CP008707,38.85,11.16,27636.0,2459946.0,83610,43.31,11.65,CP008708,1171.71,342.36,112801.0,10087407.0,8731,830.4,141.72,CP008709,6642.74,754.91,136743.0,11994134.0,1967,5690.24,168.47
NRA320_S127_L008_R1_001_fastxclipper_trimmed,2515854,226058255,1.0,CP008706,55.11,11.98,2427864.0,218129331.71,3972672,61.16,11.59,CP008707,29.14,9.42,14947.0,1322011.0,83610,31.11,8.16,CP008708,314.42,96.68,30634.0,2713919.0,8731,238.59,44.03,CP008709,1602.11,190.16,33009.0,2884855.0,1967,1347.13,40.2
NRA321_S128_L008_R1_001_fastxclipper_trimmed,2516393,225368448,1.0,CP008706,52.09,11.66,2305932.0,206580862.33,3972672,57.61,11.29,CP008707,34.15,10.94,19344.0,1701030.0,83610,40.97,13.76,CP008708,846.35,257.21,82011.0,7293809.0,8731,538.0,75.17,CP008709,4558.03,527.46,93881.0,8214482.0,1967,3890.97,130.56
NRA322_S129_L008_R1_001_fastxclipper_trimmed,3001523,267498443,1.0,CP008706,60.61,13.42,2693260.0,239957199.78,3972672,66.82,13.45,CP008707,55.51,15.32,27605.0,2415860.0,83610,58.84,14.08,CP008708,873.43,250.92,84306.0,7532341.0,8731,673.35,110.05,CP008709,8386.44,917.52,172236.0,15140415.0,1967,7992.82,977.0
NRA323_S130_L008_R1_001_fastxclipper_trimmed,3197955,285652832,1.0,CP008706,65.55,15.48,2912067.0,260066682.71,3972672,71.35,14.65,CP008707,57.88,15.42,29125.0,2554484.0,83610,62.56,14.96,CP008708,797.4,246.15,77043.0,6874224.0,8731,536.36,74.98,CP008709,7615.04,871.37,155839.0,13717413.0,1967,7034.49,504.72
NRA324_S131_L008_R1_001_fastxclipper_trimmed,3238486,289642737,1.0,CP008706,66.58,14.61,2961412.0,264806725.49,3972672,73.69,14.28,CP008707,59.57,16.38,30152.0,2652632.0,83610,68.57,18.0,CP008708,790.23,236.3,76693.0,6826339.0,8731,714.37,199.79,CP008709,7229.89,841.7,147515.0,13023397.0,1967,7188.89,755.77
NRA325_S132_L008_R1_001_fastxclipper_trimmed,2791865,249950819,1.0,CP008706,52.8,13.42,2331883.0,208975649.33,3972672,56.31,12.81,CP008707,20.0,5.57,14840.0,1310963.0,83610,22.12,6.16,CP008708,1329.76,389.05,128101.0,11463975.0,8731,1103.97,245.55,CP008709,13839.53,1592.81,284751.0,24944791.0,1967,12147.28,526.14
NRA326_S133_L008_R1_001_fastxclipper_trimmed,3353069,299423447,1.0,CP008706,67.87,15.81,3016169.0,269255122.67,3972672,72.22,14.15,CP008707,59.41,15.31,43310.0,3804353.0,83610,63.9,17.1,CP008708,899.09,265.03,86496.0,7751833.0,8731,598.14,85.11,CP008709,8829.05,971.29,180769.0,15928089.0,1967,8526.68,877.45
NRA327_S134_L008_R1_001_fastxclipper_trimmed,3290749,295870318,1.0,CP008706,63.29,12.39,2799004.0,251833145.53,3972672,68.86,11.35,CP008707,128.25,28.11,102693.0,9122664.0,83610,155.47,37.87,CP008708,1070.06,287.04,102559.0,9224405.0,8731,1325.98,328.98,CP008709,12505.59,1264.15,256208.0,22618370.0,1967,11076.47,453.49
NRA328_S135_L008_R1_001_fastxclipper_trimmed,3958649,349958341,1.0,CP008706,83.17,20.98,3744972.0,330998292.5,3972672,90.13,19.87,CP008707,71.71,20.63,58735.0,5106063.0,83610,80.15,26.26,CP008708,566.57,170.68,55776.0,4893895.0,8731,1457.02,1249.26,CP008709,3834.56,410.55,79796.0,6940337.0,1967,3306.2,112.85
NRA329_S136_L008_R1_001_fastxclipper_trimmed,3651067,321910902,1.0,CP008706,75.5,15.93,3403246.0,299875256.37,3972672,87.5,17.74,CP008707,64.79,19.93,46101.0,3984003.0,83610,66.75,20.81,CP008708,692.39,214.59,67914.0,5982071.0,8731,581.36,149.26,CP008709,5317.16,602.14,109506.0,9600826.0,1967,4547.16,191.22
NRA330_S137_L008_R1_001_fastxclipper_trimmed,2872432,256471471,1.0,CP008706,60.23,12.57,2674797.0,238817597.05,3972672,69.13,12.98,CP008707,36.17,11.31,29348.0,2573876.0,83610,49.79,21.78,CP008708,757.39,242.29,73588.0,6533428.0,8731,591.82,146.09,CP008709,3862.49,438.71,79566.0,6966178.0,1967,3385.38,153.38
NRA331_S138_L008_R1_001_fastxclipper_trimmed,2779544,248307744,1.0,CP008706,56.62,11.97,2511532.0,224514617.64,3972672,64.68,11.82,CP008707,191.49,63.66,93834.0,8223060.0,83610,205.84,56.25,CP008708,710.29,233.75,69134.0,6127191.0,8731,514.51,140.92,CP008709,4373.38,500.54,90353.0,7903738.0,1967,3780.09,165.07
NRA332_S139_L008_R1_001_fastxclipper_trimmed,2986991,265785214,1.0,CP008706,63.81,18.77,2843581.0,253122299.5,3972672,66.28,16.05,CP008707,48.74,15.65,39970.0,3469798.0,83610,56.01,21.35,CP008708,468.34,156.14,46775.0,4056585.0,8731,633.1,257.1,CP008709,2153.14,266.5,44851.0,3875778.0,1967,1878.01,87.17
NRA333_S140_L008_R1_001_fastxclipper_trimmed,3155314,280852848,1.0,CP008706,61.28,12.63,2726525.0,242749287.77,3972672,69.71,12.44,CP008707,42.63,14.0,28312.0,2467267.0,83610,43.03,12.4,CP008708,1119.29,375.85,109843.0,9782315.0,8731,0.0,0.0,CP008709,12540.01,1439.81,258599.0,22626790.0,1967,10700.15,340.48
NRA334_S141_L008_R1_001_fastxclipper_trimmed,3135509,278919516,1.0,CP008706,61.54,12.19,2749245.0,244552509.9,3972672,69.97,12.27,CP008707,45.34,13.76,26851.0,2337810.0,83610,48.58,14.29,CP008708,980.99,303.02,95171.0,8460223.0,8731,679.29,125.74,CP008709,11378.44,1251.99,234218.0,20541465.0,1967,10399.29,644.25
NRA335_S142_L008_R1_001_fastxclipper_trimmed,2926283,259653978,1.0,CP008706,58.47,12.85,2626100.0,232888576.65,3972672,66.44,13.48,CP008707,46.67,14.73,38119.0,3314166.0,83610,48.57,14.25,CP008708,685.59,214.72,66623.0,5912645.0,8731,536.62,103.96,CP008709,8345.79,967.51,170639.0,15022975.0,1967,7928.0,713.41
NRA336_S143_L008_R1_001_fastxclipper_trimmed,2731107,252176164,1.0,CP008706,58.27,14.61,2519106.0,232691630.0,3972672,63.68,13.67,CP008707,45.77,14.21,35274.0,3225793.0,83610,43.33,8.72,CP008708,933.5,345.01,87393.0,8019394.0,8731,627.87,133.64,CP008709,3858.38,479.05,76794.0,6916790.0,1967,3303.16,206.14
NRA337_S144_L008_R1_001_fastxclipper_trimmed,3354069,300205395,1.0,CP008706,70.89,14.03,3144083.0,281399184.79,3972672,80.43,14.17,CP008707,56.48,14.86,39426.0,3468057.0,83610,62.48,17.15,CP008708,728.55,212.23,70486.0,6277318.0,8731,9596.87,12689.98,CP008709,4028.82,445.44,82938.0,7264182.0,1967,3708.21,228.2
NRA338_S145_L008_R1_001_fastxclipper_trimmed,3052919,273215517,1.0,CP008706,65.07,13.2,2892692.0,258867509.94,3972672,73.91,13.24,CP008707,44.6,12.77,22474.0,1979960.0,83610,49.61,13.89,CP008708,659.0,197.87,64071.0,5692888.0,8731,0.0,1529.11,CP008709,2919.4,321.46,60428.0,5266663.0,1967,2650.74,151.44
NRA339_S146_L008_R1_001_fastxclipper_trimmed,3055533,272391130,1.0,CP008706,65.63,13.54,2922016.0,260486380.29,3972672,76.61,14.41,CP008707,39.17,13.03,25038.0,2189281.0,83610,35.69,11.23,CP008708,453.45,142.39,44318.0,3913104.0,8731,303.09,66.55,CP008709,2487.47,284.73,51901.0,4494635.0,1967,2119.69,63.82
NRA340_S147_L008_R1_001_fastxclipper_trimmed,2845105,253179817,1.0,CP008706,59.16,13.27,2633044.0,234248167.67,3972672,69.13,13.64,CP008707,36.19,14.17,23775.0,2067486.0,83610,44.31,20.69,CP008708,663.44,237.05,64921.0,5726377.0,8731,453.6,116.41,CP008709,5187.72,646.88,105797.0,9314162.0,1967,4359.29,170.99
NRA341_S148_L008_R1_001_fastxclipper_trimmed,2712550,242680134,1.0,CP008706,57.46,13.17,2551580.0,228273576.87,3972672,66.94,13.54,CP008707,37.61,14.07,30593.0,2685935.0,83610,46.23,20.89,CP008708,504.63,185.83,48871.0,4339399.0,8731,534.37,231.99,CP008709,3336.6,401.98,68487.0,6004470.0,1967,3093.1,233.65
NRA342_S149_L008_R1_001_fastxclipper_trimmed,2023879,180826569,1.0,CP008706,41.23,9.83,1824798.0,163112497.4,3972672,48.06,10.79,CP008707,60.61,22.36,49505.0,4325938.0,83610,63.46,25.96,CP008708,462.83,174.23,44915.0,3978928.0,8731,588.76,249.68,CP008709,4471.4,556.59,91255.0,8026106.0,1967,3735.89,125.31
NRA343_S150_L008_R1_001_fastxclipper_trimmed,1209909,111244368,1.0,CP008706,24.52,6.44,1044520.0,96087712.84,3972672,27.36,6.32,CP008707,110.06,42.4,53725.0,4876161.0,83610,107.12,35.52,CP008708,416.15,178.28,39360.0,3572882.0,8731,265.47,71.9,CP008709,3117.42,394.44,61826.0,5574926.0,1967,2608.86,117.92
NRA344_S151_L008_R1_001_fastxclipper_trimmed,2350463,209918249,1.0,CP008706,48.26,11.12,2139380.0,191027260.43,3972672,55.97,11.77,CP008707,32.5,12.18,16299.0,1415335.0,83610,34.42,12.77,CP008708,575.33,222.51,56505.0,5027307.0,8731,0.0,0.0,CP008709,5891.89,748.71,119953.0,10577010.0,1967,5051.6,234.92
NRA345_S152_L008_R1_001_fastxclipper_trimmed,2203133,191895622,1.0,CP008706,41.82,10.92,1892427.0,164709068.67,3972672,49.9,12.33,CP008707,31.47,15.05,20961.0,1764622.0,83610,22.31,9.62,CP008708,687.75,299.86,68074.0,5899378.0,8731,4226.7,4623.47,CP008709,9528.61,1407.5,197223.0,17080452.0,1967,7722.68,480.9
NRA346_S153_L008_R1_001_fastxclipper_trimmed,1991120,177420128,1.0,CP008706,41.57,9.91,1847426.0,164665531.0,3972672,47.1,9.96,CP008707,82.67,27.76,67754.0,5918483.0,83610,100.16,40.46,CP008708,252.04,89.45,24646.0,2169260.0,8731,173.25,48.92,CP008709,1991.65,257.05,40672.0,3565283.0,1967,1639.25,41.06
NRA347_S154_L008_R1_001_fastxclipper_trimmed,1870176,167382026,1.0,CP008706,39.69,9.57,1739096.0,155799395.0,3972672,46.26,9.79,CP008707,153.34,60.06,78672.0,6861047.0,83610,165.73,62.47,CP008708,238.1,96.25,23583.0,2076112.0,8731,0.0,0.0,CP008709,1049.14,137.33,21639.0,1884727.0,1967,892.14,43.2
NRA348_S155_L008_R1_001_fastxclipper_trimmed,1879501,168087808,1.0,CP008706,40.4,9.89,1782142.0,159360278.5,3972672,47.4,10.61,CP008707,30.11,11.95,20372.0,1781204.0,83610,34.41,12.5,CP008708,309.53,119.93,29926.0,2653058.0,8731,148.07,18.19,CP008709,1820.56,252.84,37060.0,3257966.0,1967,1541.9,51.66
NRA349_S156_L008_R1_001_fastxclipper_trimmed,2059870,184544502,1.0,CP008706,40.52,9.72,1787036.0,160174192.28,3972672,46.89,10.18,CP008707,23.88,9.31,16199.0,1413236.0,83610,36.78,20.57,CP008708,705.15,263.26,68179.0,6074102.0,8731,750.63,306.11,CP008709,8234.16,1038.62,167623.0,14772697.0,1967,6900.46,250.85
NRA350_S157_L008_R1_001_fastxclipper_trimmed,2251776,200040283,1.0,CP008706,47.12,10.8,2102563.0,186675943.33,3972672,53.82,10.99,CP008707,36.38,13.79,20444.0,1774857.0,83610,31.83,13.4,CP008708,419.55,149.81,40583.0,3591140.0,8731,334.39,105.98,CP008709,3578.07,435.26,72729.0,6428183.0,1967,3024.22,115.49
NRA351_S158_L008_R1_001_fastxclipper_trimmed,1798947,165527668,1.0,CP008706,39.81,9.62,1701995.0,156620213.78,3972672,45.04,9.73,CP008707,26.16,8.81,18735.0,1703051.0,83610,29.94,8.64,CP008708,430.31,161.75,40318.0,3677039.0,8731,237.22,29.76,CP008709,1579.18,191.41,31525.0,2841798.0,1967,1265.27,49.15
NRA352_S159_L008_R1_001_fastxclipper_trimmed,1336997,120390064,1.0,CP008706,26.84,5.84,1176081.0,105867209.39,3972672,29.92,6.24,CP008707,138.12,34.56,55210.0,4917328.0,83610,142.62,27.43,CP008708,347.47,101.07,33311.0,2993550.0,8731,404.98,139.52,CP008709,3061.7,337.2,61832.0,5514251.0,1967,2667.5,126.99
NRA353_S160_L008_R1_001_fastxclipper_trimmed,1063274,95607350,1.0,CP008706,21.68,4.72,954344.0,85793754.33,3972672,24.11,5.12,CP008707,14.53,4.34,11639.0,1028718.0,83610,16.11,5.38,CP008708,315.09,83.95,30243.0,2715489.0,8731,250.66,39.67,CP008709,2887.41,304.21,58667.0,5211986.0,1967,2484.19,100.21
NRA354_S161_L008_R1_001_fastxclipper_trimmed,1174187,105090386,1.0,CP008706,23.28,5.11,1025848.0,91833928.17,3972672,26.14,5.77,CP008707,127.46,36.88,61480.0,5409794.0,83610,128.02,31.61,CP008708,282.89,79.85,27403.0,2440698.0,8731,197.04,25.74,CP008709,2505.78,266.5,50738.0,4521384.0,1967,2357.01,190.21
NRA355_S162_L008_R1_001_fastxclipper_trimmed,1123336,100746812,1.0,CP008706,21.42,4.76,942810.0,84564328.4,3972672,23.96,5.15,CP008707,12.59,3.98,9131.0,803236.0,83610,13.94,5.12,CP008708,555.18,160.91,53524.0,4787693.0,8731,338.47,34.34,CP008709,5178.11,556.44,105514.0,9339764.0,1967,4520.52,201.48
NRA356_S163_L008_R1_001_fastxclipper_trimmed,1118111,99944009,1.0,CP008706,21.18,4.91,939881.0,84056552.97,3972672,23.42,5.21,CP008707,67.8,17.18,54991.0,4833707.0,83610,80.07,27.35,CP008708,298.21,85.97,28851.0,2572076.0,8731,212.22,28.83,CP008709,4119.57,442.68,84056.0,7435460.0,1967,3549.83,130.71
NRA357_S164_L008_R1_001_fastxclipper_trimmed,655198,59350123,1.0,CP008706,12.68,3.06,549911.0,49853224.07,3972672,13.92,3.41,CP008707,8.28,2.7,6452.0,576121.0,83610,7.59,2.1,CP008708,289.26,79.34,27373.0,2462268.0,8731,319.62,78.67,CP008709,3138.8,351.0,63600.0,5640751.0,1967,2874.64,186.97
NRA358_S165_L008_R1_001_fastxclipper_trimmed,1118137,100069089,1.0,CP008706,23.04,5.02,1019793.0,91267344.33,3972672,25.48,5.13,CP008707,39.88,10.68,32221.0,2835717.0,83610,42.34,11.05,CP008708,215.73,60.08,20821.0,1855801.0,8731,146.12,13.63,CP008709,1910.34,207.89,38911.0,3445144.0,1967,1685.12,79.01
NRA359_S166_L008_R1_001_fastxclipper_trimmed,1155011,103517078,1.0,CP008706,23.9,5.25,1060858.0,95052915.49,3972672,26.73,5.71,CP008707,20.52,5.84,16468.0,1450305.0,83610,22.23,6.54,CP008708,259.99,74.1,25150.0,2242288.0,8731,168.28,15.12,CP008709,2209.8,239.18,44962.0,3991700.0,1967,2001.37,127.33
NRA360_S167_L008_R1_001_fastxclipper_trimmed,1104071,98096959,1.0,CP008706,23.19,5.39,1032273.0,91656864.98,3972672,26.5,6.25,CP008707,17.58,5.68,8566.0,744902.0,83610,18.57,7.15,CP008708,219.24,66.69,21358.0,1893699.0,8731,164.06,26.71,CP008709,1657.25,185.01,33785.0,2988503.0,1967,1435.11,74.09
